task_id,snapshot_time,holder_address,token_address,balance,percentage,rank_position,value_usd
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300743002.288183,30.075044630411007,1,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300743002.288183,30.075044630411007,2,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300541060.292409,30.054849930985092,3,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300541060.292409,30.054849930985092,4,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300541060.292409,30.054849930985092,5,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300541060.292409,30.054849930985092,6,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300481466.069119,30.04889036114801,7,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300481466.069119,30.04889036114801,8,0.0
NYAN_holder,2025-08-25 21:21:03.485708,,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,300388458.394981,30.039589363520783,9,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,10,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,11,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,12,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,13,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,14,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,15,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,16,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,17,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,18,0.0
NYAN_holder,2025-08-25 21:21:03.485708,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,49297169.7972141,4.928908900725368,19,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,20,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,21,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,22,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,23,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,24,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,25,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,26,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,27,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,28,0.0
NYAN_holder,2025-08-25 21:21:03.485708,4oFc6fBb3uVwmRMn6wg1W2kGpBq9xLRZLfRjWaKPB8xF,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,25836614.9601859,2.5837254470238697,29,0.0
NYAN_holder,2025-08-25 21:21:03.485708,2XpPvSMuK7o5qkGrVHoG479wbBtqVxgjBeReZvji9qvJ,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,23239897.0110127,2.3240472246885844,30,0.0
NYAN_holder,2025-08-25 21:21:03.485708,2XpPvSMuK7o5qkGrVHoG479wbBtqVxgjBeReZvji9qvJ,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,23239897.0110127,2.3240472246885844,31,0.0
